True Label,Predicted As,Count,Example 1,Example 2,Example 3,All Files
reindeer,koala,2,reindeer_25.jpg,reindeer_53.jpg,,"reindeer_25.jpg, reindeer_53.jpg"
hedgehog,squid,2,hedgehog_12.jpg,hedgehog_41.jpg,,"hedgehog_12.jpg, hedgehog_41.jpg"
mosquito,squid,2,mosquito_3.jpg,mosquito_50.jpg,,"mosquito_3.jpg, mosquito_50.jpg"
oyster,bison,2,oyster_18.jpg,oyster_31.jpg,,"oyster_18.jpg, oyster_31.jpg"
pigeon,sheep,2,pigeon_31.jpg,pigeon_33.jpg,,"pigeon_31.jpg, pigeon_33.jpg"
moth,sheep,2,moth_17.jpg,moth_55.jpg,,"moth_17.jpg, moth_55.jpg"
panda,sheep,2,panda_32.jpg,panda_54.jpg,,"panda_32.jpg, panda_54.jpg"
donkey,boar,2,donkey_13.jpg,donkey_5.jpg,,"donkey_13.jpg, donkey_5.jpg"
wombat,bison,2,wombat_15.jpg,wombat_24.jpg,,"wombat_15.jpg, wombat_24.jpg"
sandpiper,sparrow,2,sandpiper_23.jpg,sandpiper_59.jpg,,"sandpiper_23.jpg, sandpiper_59.jpg"
squirrel,sparrow,2,squirrel_21.jpg,squirrel_33.jpg,,"squirrel_21.jpg, squirrel_33.jpg"
kangaroo,sparrow,2,kangaroo_17.jpg,kangaroo_34.jpg,,"kangaroo_17.jpg, kangaroo_34.jpg"
goldfish,bison,2,goldfish_5.jpg,goldfish_58.jpg,,"goldfish_5.jpg, goldfish_58.jpg"
horse,bison,2,horse_20.jpg,horse_30.jpg,,"horse_20.jpg, horse_30.jpg"
cow,squirrel,2,cow_20.jpg,cow_43.jpg,,"cow_20.jpg, cow_43.jpg"
crow,squirrel,2,crow_17.jpg,crow_38.jpg,,"crow_17.jpg, crow_38.jpg"
snake,squid,2,snake_10.jpg,snake_19.jpg,,"snake_10.jpg, snake_19.jpg"
horse,hyena,2,horse_25.jpg,horse_4.jpg,,"horse_25.jpg, horse_4.jpg"
hummingbird,hyena,2,hummingbird_32.jpg,hummingbird_44.jpg,,"hummingbird_32.jpg, hummingbird_44.jpg"
porcupine,elephant,2,porcupine_17.jpg,porcupine_44.jpg,,"porcupine_17.jpg, porcupine_44.jpg"
shark,eagle,2,shark_34.jpg,shark_60.jpg,,"shark_34.jpg, shark_60.jpg"
squirrel,eagle,2,squirrel_49.jpg,squirrel_8.jpg,,"squirrel_49.jpg, squirrel_8.jpg"
swan,eagle,2,swan_2.jpg,swan_21.jpg,,"swan_2.jpg, swan_21.jpg"
pig,eagle,2,pig_30.jpg,pig_46.jpg,,"pig_30.jpg, pig_46.jpg"
butterfly,jellyfish,2,butterfly_19.jpg,butterfly_9.jpg,,"butterfly_19.jpg, butterfly_9.jpg"
mosquito,dragonfly,2,mosquito_34.jpg,mosquito_46.jpg,,"mosquito_34.jpg, mosquito_46.jpg"
parrot,dragonfly,2,parrot_23.jpg,parrot_49.jpg,,"parrot_23.jpg, parrot_49.jpg"
lizard,koala,2,lizard_32.jpg,lizard_55.jpg,,"lizard_32.jpg, lizard_55.jpg"
owl,koala,2,owl_8.jpg,owl_9.jpg,,"owl_8.jpg, owl_9.jpg"
goldfish,jellyfish,2,goldfish_14.jpg,goldfish_42.jpg,,"goldfish_14.jpg, goldfish_42.jpg"
orangutan,hyena,2,orangutan_28.jpg,orangutan_6.jpg,,"orangutan_28.jpg, orangutan_6.jpg"
reindeer,hyena,2,reindeer_28.jpg,reindeer_41.jpg,,"reindeer_28.jpg, reindeer_41.jpg"
rhinoceros,hyena,2,rhinoceros_30.jpg,rhinoceros_57.jpg,,"rhinoceros_30.jpg, rhinoceros_57.jpg"
raccoon,duck,2,raccoon_14.jpg,raccoon_42.jpg,,"raccoon_14.jpg, raccoon_42.jpg"
ladybugs,duck,2,ladybugs_19.jpg,ladybugs_9.jpg,,"ladybugs_19.jpg, ladybugs_9.jpg"
hare,koala,2,hare_26.jpg,hare_51.jpg,,"hare_26.jpg, hare_51.jpg"
hippopotamus,koala,2,hippopotamus_16.jpg,hippopotamus_17.jpg,,"hippopotamus_16.jpg, hippopotamus_17.jpg"
leopard,koala,2,leopard_20.jpg,leopard_29.jpg,,"leopard_20.jpg, leopard_29.jpg"
elephant,koala,2,elephant_12.jpg,elephant_51.jpg,,"elephant_12.jpg, elephant_51.jpg"
goose,koala,2,goose_27.jpg,goose_48.jpg,,"goose_27.jpg, goose_48.jpg"
badger,duck,2,badger_20.jpg,badger_22.jpg,,"badger_20.jpg, badger_22.jpg"
parrot,kangaroo,2,parrot_19.jpg,parrot_20.jpg,,"parrot_19.jpg, parrot_20.jpg"
penguin,kangaroo,2,penguin_22.jpg,penguin_5.jpg,,"penguin_22.jpg, penguin_5.jpg"
hare,kangaroo,2,hare_11.jpg,hare_14.jpg,,"hare_11.jpg, hare_14.jpg"
bison,koala,2,bison_39.jpg,bison_42.jpg,,"bison_39.jpg, bison_42.jpg"
crab,koala,2,crab_26.jpg,crab_9.jpg,,"crab_26.jpg, crab_9.jpg"
donkey,koala,2,donkey_39.jpg,donkey_59.jpg,,"donkey_39.jpg, donkey_59.jpg"
ladybugs,eagle,2,ladybugs_4.jpg,ladybugs_40.jpg,,"ladybugs_4.jpg, ladybugs_40.jpg"
owl,duck,2,owl_20.jpg,owl_35.jpg,,"owl_20.jpg, owl_35.jpg"
cat,kangaroo,2,cat_27.jpg,cat_60.jpg,,"cat_27.jpg, cat_60.jpg"
seahorse,jellyfish,2,seahorse_43.jpg,seahorse_60.jpg,,"seahorse_43.jpg, seahorse_60.jpg"
snake,jellyfish,2,snake_3.jpg,snake_58.jpg,,"snake_3.jpg, snake_58.jpg"
hornbill,kangaroo,2,hornbill_23.jpg,hornbill_48.jpg,,"hornbill_23.jpg, hornbill_48.jpg"
mosquito,kangaroo,2,mosquito_2.jpg,mosquito_45.jpg,,"mosquito_2.jpg, mosquito_45.jpg"
fly,kangaroo,2,fly_15.jpg,fly_37.jpg,,"fly_15.jpg, fly_37.jpg"
goat,kangaroo,2,goat_42.jpg,goat_56.jpg,,"goat_42.jpg, goat_56.jpg"
cow,kangaroo,2,cow_42.jpg,cow_50.jpg,,"cow_42.jpg, cow_50.jpg"
rat,beetle,2,rat_1.jpg,rat_27.jpg,,"rat_1.jpg, rat_27.jpg"
leopard,beetle,2,leopard_48.jpg,leopard_57.jpg,,"leopard_48.jpg, leopard_57.jpg"
okapi,beetle,2,okapi_19.jpg,okapi_30.jpg,,"okapi_19.jpg, okapi_30.jpg"
pelecaniformes,beetle,2,pelecaniformes_13.jpg,pelecaniformes_44.jpg,,"pelecaniformes_13.jpg, pelecaniformes_44.jpg"
dragonfly,sparrow,2,dragonfly_17.jpg,dragonfly_23.jpg,,"dragonfly_17.jpg, dragonfly_23.jpg"
duck,sparrow,2,duck_34.jpg,duck_49.jpg,,"duck_34.jpg, duck_49.jpg"
flamingo,sparrow,2,flamingo_33.jpg,flamingo_47.jpg,,"flamingo_33.jpg, flamingo_47.jpg"
antelope,kangaroo,2,antelope_33.jpg,antelope_36.jpg,,"antelope_33.jpg, antelope_36.jpg"
pigeon,swan,2,pigeon_52.jpg,pigeon_8.jpg,,"pigeon_52.jpg, pigeon_8.jpg"
porcupine,swan,2,porcupine_20.jpg,porcupine_51.jpg,,"porcupine_20.jpg, porcupine_51.jpg"
bat,sparrow,2,bat_15.jpg,bat_8.jpg,,"bat_15.jpg, bat_8.jpg"
crow,sparrow,2,crow_16.jpg,crow_45.jpg,,"crow_16.jpg, crow_45.jpg"
squirrel,snake,2,squirrel_3.jpg,squirrel_39.jpg,,"squirrel_3.jpg, squirrel_39.jpg"
wombat,snake,2,wombat_11.jpg,wombat_55.jpg,,"wombat_11.jpg, wombat_55.jpg"
badger,sparrow,2,badger_25.jpg,badger_41.jpg,,"badger_25.jpg, badger_41.jpg"
woodpecker,beetle,2,woodpecker_25.jpg,woodpecker_51.jpg,,"woodpecker_25.jpg, woodpecker_51.jpg"
duck,kangaroo,2,duck_17.jpg,duck_53.jpg,,"duck_17.jpg, duck_53.jpg"
dog,swan,2,dog_17.jpg,dog_22.jpg,,"dog_17.jpg, dog_22.jpg"
whale,starfish,2,whale_43.jpg,whale_5.jpg,,"whale_43.jpg, whale_5.jpg"
caterpillar,swan,2,caterpillar_24.jpg,caterpillar_48.jpg,,"caterpillar_24.jpg, caterpillar_48.jpg"
goldfish,beetle,2,goldfish_26.jpg,goldfish_43.jpg,,"goldfish_26.jpg, goldfish_43.jpg"
dragonfly,tiger,2,dragonfly_28.jpg,dragonfly_52.jpg,,"dragonfly_28.jpg, dragonfly_52.jpg"
squid,swan,2,squid_12.jpg,squid_43.jpg,,"squid_12.jpg, squid_43.jpg"
badger,tiger,2,badger_32.jpg,badger_58.jpg,,"badger_32.jpg, badger_58.jpg"
fox,hyena,2,fox_51.jpg,fox_58.jpg,,"fox_51.jpg, fox_58.jpg"
hippopotamus,hyena,2,hippopotamus_26.jpg,hippopotamus_30.jpg,,"hippopotamus_26.jpg, hippopotamus_30.jpg"
cat,hyena,2,cat_1.jpg,cat_3.jpg,,"cat_1.jpg, cat_3.jpg"
dog,hyena,2,dog_21.jpg,dog_24.jpg,,"dog_21.jpg, dog_24.jpg"
hyena,hornbill,2,hyena_47.jpg,hyena_51.jpg,,"hyena_47.jpg, hyena_51.jpg"
goose,hornbill,2,goose_12.jpg,goose_42.jpg,,"goose_12.jpg, goose_42.jpg"
beetle,hornbill,2,beetle_25.jpg,beetle_50.jpg,,"beetle_25.jpg, beetle_50.jpg"
chimpanzee,hornbill,2,chimpanzee_22.jpg,chimpanzee_49.jpg,,"chimpanzee_22.jpg, chimpanzee_49.jpg"
antelope,hyena,2,antelope_29.jpg,antelope_30.jpg,,"antelope_29.jpg, antelope_30.jpg"
badger,hyena,2,badger_12.jpg,badger_24.jpg,,"badger_12.jpg, badger_24.jpg"
bat,hyena,2,bat_12.jpg,bat_19.jpg,,"bat_12.jpg, bat_19.jpg"
bee,hyena,2,bee_11.jpg,bee_33.jpg,,"bee_11.jpg, bee_33.jpg"
bison,hyena,2,bison_23.jpg,bison_29.jpg,,"bison_23.jpg, bison_29.jpg"
octopus,hummingbird,2,octopus_36.jpg,octopus_7.jpg,,"octopus_36.jpg, octopus_7.jpg"
shark,hummingbird,2,shark_12.jpg,shark_33.jpg,,"shark_12.jpg, shark_33.jpg"
beetle,fly,2,beetle_26.jpg,beetle_36.jpg,,"beetle_26.jpg, beetle_36.jpg"
bee,fly,2,bee_10.jpg,bee_32.jpg,,"bee_10.jpg, bee_32.jpg"
caterpillar,fly,2,caterpillar_37.jpg,caterpillar_8.jpg,,"caterpillar_37.jpg, caterpillar_8.jpg"
cat,fly,2,cat_49.jpg,cat_53.jpg,,"cat_49.jpg, cat_53.jpg"
ox,flamingo,2,ox_40.jpg,ox_51.jpg,,"ox_40.jpg, ox_51.jpg"
duck,flamingo,2,duck_30.jpg,duck_5.jpg,,"duck_30.jpg, duck_5.jpg"
possum,elephant,2,possum_12.jpg,possum_27.jpg,,"possum_12.jpg, possum_27.jpg"
butterfly,flamingo,2,butterfly_20.jpg,butterfly_59.jpg,,"butterfly_20.jpg, butterfly_59.jpg"
crab,flamingo,2,crab_12.jpg,crab_20.jpg,,"crab_12.jpg, crab_20.jpg"
dog,kangaroo,2,dog_29.jpg,dog_45.jpg,,"dog_29.jpg, dog_45.jpg"
butterfly,hummingbird,2,butterfly_41.jpg,butterfly_54.jpg,,"butterfly_41.jpg, butterfly_54.jpg"
cat,hummingbird,2,cat_30.jpg,cat_7.jpg,,"cat_30.jpg, cat_7.jpg"
cockroach,hummingbird,2,cockroach_14.jpg,cockroach_39.jpg,,"cockroach_14.jpg, cockroach_39.jpg"
lobster,horse,2,lobster_20.jpg,lobster_60.jpg,,"lobster_20.jpg, lobster_60.jpg"
parrot,horse,2,parrot_14.jpg,parrot_56.jpg,,"parrot_14.jpg, parrot_56.jpg"
turkey,hornbill,2,turkey_17.jpg,turkey_6.jpg,,"turkey_17.jpg, turkey_6.jpg"
beetle,horse,2,beetle_11.jpg,beetle_40.jpg,,"beetle_11.jpg, beetle_40.jpg"
rat,bee,2,rat_10.jpg,rat_20.jpg,,"rat_10.jpg, rat_20.jpg"
sandpiper,bee,2,sandpiper_35.jpg,sandpiper_47.jpg,,"sandpiper_35.jpg, sandpiper_47.jpg"
shark,bee,2,shark_24.jpg,shark_45.jpg,,"shark_24.jpg, shark_45.jpg"
mouse,bee,2,mouse_23.jpg,mouse_5.jpg,,"mouse_23.jpg, mouse_5.jpg"
panda,swan,2,panda_19.jpg,panda_34.jpg,,"panda_19.jpg, panda_34.jpg"
chimpanzee,swan,2,chimpanzee_25.jpg,chimpanzee_27.jpg,,"chimpanzee_25.jpg, chimpanzee_27.jpg"
okapi,hornbill,2,okapi_53.jpg,okapi_54.jpg,,"okapi_53.jpg, okapi_54.jpg"
antelope,fox,2,antelope_24.jpg,antelope_4.jpg,,"antelope_24.jpg, antelope_4.jpg"
lion,turkey,2,lion_12.jpg,lion_43.jpg,,"lion_12.jpg, lion_43.jpg"
okapi,turkey,2,okapi_28.jpg,okapi_58.jpg,,"okapi_28.jpg, okapi_58.jpg"
mouse,starfish,2,mouse_36.jpg,mouse_41.jpg,,"mouse_36.jpg, mouse_41.jpg"
pig,squirrel,2,pig_22.jpg,pig_50.jpg,,"pig_22.jpg, pig_50.jpg"
grasshopper,squirrel,2,grasshopper_45.jpg,grasshopper_53.jpg,,"grasshopper_45.jpg, grasshopper_53.jpg"
kangaroo,squirrel,2,kangaroo_12.jpg,kangaroo_13.jpg,,"kangaroo_12.jpg, kangaroo_13.jpg"
gorilla,beetle,2,gorilla_23.jpg,gorilla_49.jpg,,"gorilla_23.jpg, gorilla_49.jpg"
caterpillar,beetle,2,caterpillar_44.jpg,caterpillar_45.jpg,,"caterpillar_44.jpg, caterpillar_45.jpg"
bear,turkey,2,bear_17.jpg,bear_8.jpg,,"bear_17.jpg, bear_8.jpg"
porcupine,tiger,2,porcupine_56.jpg,porcupine_59.jpg,,"porcupine_56.jpg, porcupine_59.jpg"
raccoon,tiger,2,raccoon_38.jpg,raccoon_7.jpg,,"raccoon_38.jpg, raccoon_7.jpg"
swan,bat,2,swan_24.jpg,swan_29.jpg,,"swan_24.jpg, swan_29.jpg"
starfish,turkey,2,starfish_39.jpg,starfish_8.jpg,,"starfish_39.jpg, starfish_8.jpg"
crab,turtle,2,crab_34.jpg,crab_58.jpg,,"crab_34.jpg, crab_58.jpg"
panda,turkey,2,panda_5.jpg,panda_57.jpg,,"panda_5.jpg, panda_57.jpg"
ladybugs,turkey,2,ladybugs_1.jpg,ladybugs_45.jpg,,"ladybugs_1.jpg, ladybugs_45.jpg"
panda,fly,2,panda_22.jpg,panda_48.jpg,,"panda_22.jpg, panda_48.jpg"
hare,fly,2,hare_37.jpg,hare_43.jpg,,"hare_37.jpg, hare_43.jpg"
horse,fly,2,horse_14.jpg,horse_33.jpg,,"horse_14.jpg, horse_33.jpg"
mosquito,fly,2,mosquito_47.jpg,mosquito_56.jpg,,"mosquito_47.jpg, mosquito_56.jpg"
cockroach,fly,2,cockroach_13.jpg,cockroach_42.jpg,,"cockroach_13.jpg, cockroach_42.jpg"
grasshopper,hornbill,2,grasshopper_12.jpg,grasshopper_56.jpg,,"grasshopper_12.jpg, grasshopper_56.jpg"
raccoon,hornbill,2,raccoon_33.jpg,raccoon_59.jpg,,"raccoon_33.jpg, raccoon_59.jpg"
zebra,tiger,2,zebra_20.jpg,zebra_48.jpg,,"zebra_20.jpg, zebra_48.jpg"
bat,hornbill,2,bat_10.jpg,bat_37.jpg,,"bat_10.jpg, bat_37.jpg"
reindeer,hippopotamus,2,reindeer_19.jpg,reindeer_36.jpg,,"reindeer_19.jpg, reindeer_36.jpg"
rhinoceros,hippopotamus,2,rhinoceros_22.jpg,rhinoceros_59.jpg,,"rhinoceros_22.jpg, rhinoceros_59.jpg"
sandpiper,hippopotamus,2,sandpiper_13.jpg,sandpiper_5.jpg,,"sandpiper_13.jpg, sandpiper_5.jpg"
tiger,fox,2,tiger_17.jpg,tiger_9.jpg,,"tiger_17.jpg, tiger_9.jpg"
panda,fox,2,panda_1.jpg,panda_9.jpg,,"panda_1.jpg, panda_9.jpg"
bee,goat,2,bee_28.jpg,bee_3.jpg,,"bee_28.jpg, bee_3.jpg"
antelope,goat,2,antelope_2.jpg,antelope_23.jpg,,"antelope_2.jpg, antelope_23.jpg"
pig,hippopotamus,2,pig_15.jpg,pig_54.jpg,,"pig_15.jpg, pig_54.jpg"
raccoon,hippopotamus,2,raccoon_18.jpg,raccoon_4.jpg,,"raccoon_18.jpg, raccoon_4.jpg"
lobster,hippopotamus,2,lobster_28.jpg,lobster_31.jpg,,"lobster_28.jpg, lobster_31.jpg"
orangutan,hippopotamus,2,orangutan_20.jpg,orangutan_24.jpg,,"orangutan_20.jpg, orangutan_24.jpg"
goat,hippopotamus,2,goat_12.jpg,goat_35.jpg,,"goat_12.jpg, goat_35.jpg"
goose,hippopotamus,2,goose_38.jpg,goose_49.jpg,,"goose_38.jpg, goose_49.jpg"
cow,hornbill,2,cow_3.jpg,cow_35.jpg,,"cow_3.jpg, cow_35.jpg"
starfish,hippopotamus,2,starfish_26.jpg,starfish_34.jpg,,"starfish_26.jpg, starfish_34.jpg"
beetle,fox,2,beetle_13.jpg,beetle_47.jpg,,"beetle_13.jpg, beetle_47.jpg"
coyote,fox,2,coyote_14.jpg,coyote_3.jpg,,"coyote_14.jpg, coyote_3.jpg"
orangutan,fox,2,orangutan_18.jpg,orangutan_5.jpg,,"orangutan_18.jpg, orangutan_5.jpg"
ox,fox,2,ox_45.jpg,ox_46.jpg,,"ox_45.jpg, ox_46.jpg"
oyster,fox,2,oyster_24.jpg,oyster_9.jpg,,"oyster_24.jpg, oyster_9.jpg"
lizard,fox,2,lizard_15.jpg,lizard_58.jpg,,"lizard_15.jpg, lizard_58.jpg"
lobster,fox,2,lobster_10.jpg,lobster_7.jpg,,"lobster_10.jpg, lobster_7.jpg"
pigeon,hippopotamus,2,pigeon_34.jpg,pigeon_4.jpg,,"pigeon_34.jpg, pigeon_4.jpg"
boar,horse,2,boar_14.jpg,boar_7.jpg,,"boar_14.jpg, boar_7.jpg"
sheep,hornbill,2,sheep_10.jpg,sheep_58.jpg,,"sheep_10.jpg, sheep_58.jpg"
squid,hornbill,2,squid_15.jpg,squid_21.jpg,,"squid_15.jpg, squid_21.jpg"
panda,hornbill,2,panda_16.jpg,panda_20.jpg,,"panda_16.jpg, panda_20.jpg"
parrot,hornbill,2,parrot_1.jpg,parrot_7.jpg,,"parrot_1.jpg, parrot_7.jpg"
porcupine,hornbill,2,porcupine_27.jpg,porcupine_29.jpg,,"porcupine_27.jpg, porcupine_29.jpg"
hamster,fox,2,hamster_5.jpg,hamster_57.jpg,,"hamster_5.jpg, hamster_57.jpg"
hare,fox,2,hare_50.jpg,hare_55.jpg,,"hare_50.jpg, hare_55.jpg"
wolf,hamster,2,wolf_43.jpg,wolf_60.jpg,,"wolf_43.jpg, wolf_60.jpg"
deer,fox,2,deer_36.jpg,deer_52.jpg,,"deer_36.jpg, deer_52.jpg"
deer,hippopotamus,2,deer_33.jpg,deer_48.jpg,,"deer_33.jpg, deer_48.jpg"
antelope,hippopotamus,2,antelope_22.jpg,antelope_58.jpg,,"antelope_22.jpg, antelope_58.jpg"
beetle,hippopotamus,2,beetle_10.jpg,beetle_6.jpg,,"beetle_10.jpg, beetle_6.jpg"
leopard,hedgehog,2,leopard_19.jpg,leopard_36.jpg,,"leopard_19.jpg, leopard_36.jpg"
hornbill,hare,2,hornbill_56.jpg,hornbill_59.jpg,,"hornbill_56.jpg, hornbill_59.jpg"
octopus,hare,2,octopus_24.jpg,octopus_52.jpg,,"octopus_24.jpg, octopus_52.jpg"
hedgehog,bee,2,hedgehog_2.jpg,hedgehog_57.jpg,,"hedgehog_2.jpg, hedgehog_57.jpg"
kangaroo,bee,2,kangaroo_15.jpg,kangaroo_43.jpg,,"kangaroo_15.jpg, kangaroo_43.jpg"
crab,bee,2,crab_40.jpg,crab_8.jpg,,"crab_40.jpg, crab_8.jpg"
deer,turkey,2,deer_25.jpg,deer_39.jpg,,"deer_25.jpg, deer_39.jpg"
hornbill,turkey,2,hornbill_26.jpg,hornbill_52.jpg,,"hornbill_26.jpg, hornbill_52.jpg"
snake,hamster,2,snake_22.jpg,snake_39.jpg,,"snake_22.jpg, snake_39.jpg"
sparrow,hamster,2,sparrow_4.jpg,sparrow_43.jpg,,"sparrow_4.jpg, sparrow_43.jpg"
swan,hamster,2,swan_56.jpg,swan_59.jpg,,"swan_56.jpg, swan_59.jpg"
turkey,bear,2,turkey_34.jpg,turkey_53.jpg,,"turkey_34.jpg, turkey_53.jpg"
wolf,bear,2,wolf_38.jpg,wolf_40.jpg,,"wolf_38.jpg, wolf_40.jpg"
cat,bee,2,cat_5.jpg,cat_55.jpg,,"cat_5.jpg, cat_55.jpg"
pelecaniformes,bear,2,pelecaniformes_46.jpg,pelecaniformes_53.jpg,,"pelecaniformes_46.jpg, pelecaniformes_53.jpg"
squid,bear,2,squid_33.jpg,squid_49.jpg,,"squid_33.jpg, squid_49.jpg"
fly,tiger,2,fly_27.jpg,fly_5.jpg,,"fly_27.jpg, fly_5.jpg"
goat,tiger,2,goat_22.jpg,goat_41.jpg,,"goat_22.jpg, goat_41.jpg"
lion,tiger,2,lion_25.jpg,lion_36.jpg,,"lion_25.jpg, lion_36.jpg"
snake,fox,2,snake_38.jpg,snake_60.jpg,,"snake_38.jpg, snake_60.jpg"
donkey,hare,2,donkey_19.jpg,donkey_57.jpg,,"donkey_19.jpg, donkey_57.jpg"
rhinoceros,whale,2,rhinoceros_31.jpg,rhinoceros_6.jpg,,"rhinoceros_31.jpg, rhinoceros_6.jpg"
turtle,whale,2,turtle_45.jpg,turtle_55.jpg,,"turtle_45.jpg, turtle_55.jpg"
seahorse,turtle,2,seahorse_42.jpg,seahorse_48.jpg,,"seahorse_42.jpg, seahorse_48.jpg"
octopus,wolf,2,octopus_40.jpg,octopus_56.jpg,,"octopus_40.jpg, octopus_56.jpg"
hamster,wolf,2,hamster_13.jpg,hamster_3.jpg,,"hamster_13.jpg, hamster_3.jpg"
coyote,wolf,2,coyote_16.jpg,coyote_48.jpg,,"coyote_16.jpg, coyote_48.jpg"
eagle,goat,2,eagle_28.jpg,eagle_41.jpg,,"eagle_28.jpg, eagle_41.jpg"
lizard,wombat,2,lizard_24.jpg,lizard_31.jpg,,"lizard_24.jpg, lizard_31.jpg"
goldfish,goat,2,goldfish_10.jpg,goldfish_51.jpg,,"goldfish_10.jpg, goldfish_51.jpg"
snake,gorilla,2,snake_35.jpg,snake_53.jpg,,"snake_35.jpg, snake_53.jpg"
starfish,gorilla,2,starfish_19.jpg,starfish_27.jpg,,"starfish_19.jpg, starfish_27.jpg"
tiger,gorilla,2,tiger_37.jpg,tiger_40.jpg,,"tiger_37.jpg, tiger_40.jpg"
turkey,gorilla,2,turkey_44.jpg,turkey_55.jpg,,"turkey_44.jpg, turkey_55.jpg"
raccoon,wolf,2,raccoon_23.jpg,raccoon_41.jpg,,"raccoon_23.jpg, raccoon_41.jpg"
hornbill,bat,2,hornbill_47.jpg,hornbill_53.jpg,,"hornbill_47.jpg, hornbill_53.jpg"
wombat,wolf,2,wombat_34.jpg,wombat_7.jpg,,"wombat_34.jpg, wombat_7.jpg"
leopard,wombat,2,leopard_33.jpg,leopard_5.jpg,,"leopard_33.jpg, leopard_5.jpg"
sheep,gorilla,2,sheep_19.jpg,sheep_32.jpg,,"sheep_19.jpg, sheep_32.jpg"
lobster,wombat,2,lobster_14.jpg,lobster_6.jpg,,"lobster_14.jpg, lobster_6.jpg"
ox,gorilla,2,ox_31.jpg,ox_52.jpg,,"ox_31.jpg, ox_52.jpg"
panda,gorilla,2,panda_21.jpg,panda_43.jpg,,"panda_21.jpg, panda_43.jpg"
koala,gorilla,2,koala_22.jpg,koala_49.jpg,,"koala_22.jpg, koala_49.jpg"
turkey,badger,2,turkey_25.jpg,turkey_31.jpg,,"turkey_25.jpg, turkey_31.jpg"
woodpecker,badger,2,woodpecker_13.jpg,woodpecker_45.jpg,,"woodpecker_13.jpg, woodpecker_45.jpg"
beetle,bat,2,beetle_5.jpg,beetle_52.jpg,,"beetle_5.jpg, beetle_52.jpg"
rat,wolf,2,rat_13.jpg,rat_21.jpg,,"rat_13.jpg, rat_21.jpg"
pelecaniformes,bat,2,pelecaniformes_16.jpg,pelecaniformes_45.jpg,,"pelecaniformes_16.jpg, pelecaniformes_45.jpg"
fly,bat,2,fly_10.jpg,fly_31.jpg,,"fly_10.jpg, fly_31.jpg"
goldfish,bat,2,goldfish_33.jpg,goldfish_45.jpg,,"goldfish_33.jpg, goldfish_45.jpg"
grasshopper,bat,2,grasshopper_8.jpg,grasshopper_9.jpg,,"grasshopper_8.jpg, grasshopper_9.jpg"
mouse,hamster,2,mouse_33.jpg,mouse_43.jpg,,"mouse_33.jpg, mouse_43.jpg"
goose,hamster,2,goose_1.jpg,goose_26.jpg,,"goose_1.jpg, goose_26.jpg"
hummingbird,hamster,2,hummingbird_22.jpg,hummingbird_51.jpg,,"hummingbird_22.jpg, hummingbird_51.jpg"
kangaroo,hamster,2,kangaroo_33.jpg,kangaroo_57.jpg,,"kangaroo_33.jpg, kangaroo_57.jpg"
wolf,grasshopper,2,wolf_1.jpg,wolf_7.jpg,,"wolf_1.jpg, wolf_7.jpg"
cow,bat,2,cow_55.jpg,cow_9.jpg,,"cow_55.jpg, cow_9.jpg"
deer,bat,2,deer_19.jpg,deer_7.jpg,,"deer_19.jpg, deer_7.jpg"
eagle,bat,2,eagle_27.jpg,eagle_49.jpg,,"eagle_27.jpg, eagle_49.jpg"
beetle,caterpillar,2,beetle_22.jpg,beetle_45.jpg,,"beetle_22.jpg, beetle_45.jpg"
hare,cat,2,hare_1.jpg,hare_18.jpg,,"hare_1.jpg, hare_18.jpg"
moth,cat,2,moth_13.jpg,moth_33.jpg,,"moth_13.jpg, moth_33.jpg"
ox,reindeer,2,ox_10.jpg,ox_57.jpg,,"ox_10.jpg, ox_57.jpg"
panda,reindeer,2,panda_18.jpg,panda_29.jpg,,"panda_18.jpg, panda_29.jpg"
woodpecker,possum,2,woodpecker_31.jpg,woodpecker_32.jpg,,"woodpecker_31.jpg, woodpecker_32.jpg"
badger,raccoon,2,badger_21.jpg,badger_31.jpg,,"badger_21.jpg, badger_31.jpg"
starfish,possum,2,starfish_29.jpg,starfish_32.jpg,,"starfish_29.jpg, starfish_32.jpg"
sparrow,goat,2,sparrow_5.jpg,sparrow_58.jpg,,"sparrow_5.jpg, sparrow_58.jpg"
reindeer,rat,2,reindeer_38.jpg,reindeer_58.jpg,,"reindeer_38.jpg, reindeer_58.jpg"
seal,rat,2,seal_19.jpg,seal_60.jpg,,"seal_19.jpg, seal_60.jpg"
mouse,rat,2,mouse_2.jpg,mouse_58.jpg,,"mouse_2.jpg, mouse_58.jpg"
panda,rat,2,panda_12.jpg,panda_58.jpg,,"panda_12.jpg, panda_58.jpg"
kangaroo,rat,2,kangaroo_26.jpg,kangaroo_47.jpg,,"kangaroo_26.jpg, kangaroo_47.jpg"
woodpecker,cat,2,woodpecker_35.jpg,woodpecker_41.jpg,,"woodpecker_35.jpg, woodpecker_41.jpg"
bat,caterpillar,2,bat_18.jpg,bat_44.jpg,,"bat_18.jpg, bat_44.jpg"
hyena,gorilla,2,hyena_41.jpg,hyena_8.jpg,,"hyena_41.jpg, hyena_8.jpg"
chimpanzee,gorilla,2,chimpanzee_2.jpg,chimpanzee_52.jpg,,"chimpanzee_2.jpg, chimpanzee_52.jpg"
